,Absolute path,Class label
1255,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0205.jpg,1
1180,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0130.jpg,1
665,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0665.jpg,0
319,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0319.jpg,0
522,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0522.jpg,0
293,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0293.jpg,0
1195,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0145.jpg,1
1312,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0262.jpg,1
1530,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0480.jpg,1
1278,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0228.jpg,1
1817,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0767.jpg,1
1918,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0868.jpg,1
913,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0913.jpg,0
186,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0186.jpg,0
1002,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1002.jpg,0
714,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0714.jpg,0
1609,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0559.jpg,1
1130,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0080.jpg,1
90,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0090.jpg,0
43,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0043.jpg,0
1482,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0432.jpg,1
1974,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0924.jpg,1
1787,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0737.jpg,1
1705,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0655.jpg,1
1897,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0847.jpg,1
1451,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0401.jpg,1
1358,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0308.jpg,1
2009,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0959.jpg,1
520,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0520.jpg,0
1403,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0353.jpg,1
963,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0963.jpg,0
1095,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0045.jpg,1
1328,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0278.jpg,1
1755,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0705.jpg,1
1281,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0231.jpg,1
1503,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0453.jpg,1
1514,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0464.jpg,1
1084,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0034.jpg,1
774,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0774.jpg,0
499,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0499.jpg,0
1105,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0055.jpg,1
214,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0214.jpg,0
861,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0861.jpg,0
1752,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0702.jpg,1
1614,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0564.jpg,1
1660,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0610.jpg,1
939,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0939.jpg,0
1899,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0849.jpg,1
1643,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0593.jpg,1
174,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0174.jpg,0
76,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0076.jpg,0
2030,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0980.jpg,1
347,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0347.jpg,0
1634,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0584.jpg,1
957,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0957.jpg,0
628,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0628.jpg,0
1690,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0640.jpg,1
144,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0144.jpg,0
1372,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0322.jpg,1
1673,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0623.jpg,1
1500,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0450.jpg,1
60,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0060.jpg,0
809,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0809.jpg,0
1079,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0029.jpg,1
1085,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0035.jpg,1
478,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0478.jpg,0
938,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0938.jpg,0
535,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0535.jpg,0
662,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0662.jpg,0
1346,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0296.jpg,1
1535,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0485.jpg,1
1164,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0114.jpg,1
308,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0308.jpg,0
1784,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0734.jpg,1
40,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0040.jpg,0
2067,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1017.jpg,1
1739,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0689.jpg,1
885,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0885.jpg,0
1534,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0484.jpg,1
544,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0544.jpg,0
1152,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0102.jpg,1
462,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0462.jpg,0
96,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0096.jpg,0
314,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0314.jpg,0
1689,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0639.jpg,1
1290,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0240.jpg,1
125,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0125.jpg,0
738,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0738.jpg,0
1020,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1020.jpg,0
396,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0396.jpg,0
1892,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0842.jpg,1
1701,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0651.jpg,1
1235,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0185.jpg,1
723,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0723.jpg,0
1785,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0735.jpg,1
1426,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0376.jpg,1
1848,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0798.jpg,1
343,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0343.jpg,0
1592,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0542.jpg,1
635,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0635.jpg,0
752,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0752.jpg,0
1077,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0027.jpg,1
969,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0969.jpg,0
2018,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0968.jpg,1
435,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0435.jpg,0
912,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0912.jpg,0
1729,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0679.jpg,1
1700,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0650.jpg,1
994,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0994.jpg,0
1051,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0001.jpg,1
506,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0506.jpg,0
1829,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0779.jpg,1
1697,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0647.jpg,1
1894,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0844.jpg,1
1208,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0158.jpg,1
446,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0446.jpg,0
102,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0102.jpg,0
0,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0000.jpg,0
1602,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0552.jpg,1
1400,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0350.jpg,1
528,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0528.jpg,0
257,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0257.jpg,0
745,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0745.jpg,0
1252,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0202.jpg,1
1905,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0855.jpg,1
331,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0331.jpg,0
1822,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0772.jpg,1
2012,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0962.jpg,1
967,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0967.jpg,0
1543,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0493.jpg,1
1361,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0311.jpg,1
1337,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0287.jpg,1
309,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0309.jpg,0
47,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0047.jpg,0
710,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0710.jpg,0
1390,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0340.jpg,1
485,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0485.jpg,0
1412,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0362.jpg,1
1775,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0725.jpg,1
300,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0300.jpg,0
167,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0167.jpg,0
930,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0930.jpg,0
863,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0863.jpg,0
1773,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0723.jpg,1
1169,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0119.jpg,1
989,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0989.jpg,0
1883,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0833.jpg,1
936,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0936.jpg,0
880,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0880.jpg,0
523,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0523.jpg,0
15,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0015.jpg,0
1123,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0073.jpg,1
859,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0859.jpg,0
356,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0356.jpg,0
1310,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0260.jpg,1
1324,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0274.jpg,1
1080,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0030.jpg,1
1995,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0945.jpg,1
806,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0806.jpg,0
1351,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0301.jpg,1
1341,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0291.jpg,1
1168,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0118.jpg,1
448,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0448.jpg,0
846,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0846.jpg,0
1825,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0775.jpg,1
139,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0139.jpg,0
1469,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0419.jpg,1
1613,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0563.jpg,1
1109,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0059.jpg,1
124,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0124.jpg,0
866,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0866.jpg,0
50,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0050.jpg,0
1493,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0443.jpg,1
1391,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0341.jpg,1
856,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0856.jpg,0
571,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0571.jpg,0
1385,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0335.jpg,1
669,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0669.jpg,0
1436,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0386.jpg,1
864,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0864.jpg,0
2084,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1034.jpg,1
1518,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0468.jpg,1
2073,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1023.jpg,1
1374,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0324.jpg,1
1479,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0429.jpg,1
475,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0475.jpg,0
173,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0173.jpg,0
630,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0630.jpg,0
782,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0782.jpg,0
1987,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0937.jpg,1
951,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0951.jpg,0
281,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0281.jpg,0
1476,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0426.jpg,1
807,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0807.jpg,0
1174,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0124.jpg,1
380,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0380.jpg,0
352,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0352.jpg,0
1637,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0587.jpg,1
1187,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0137.jpg,1
1676,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0626.jpg,1
511,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0511.jpg,0
1106,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0056.jpg,1
2082,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1032.jpg,1
353,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0353.jpg,0
333,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0333.jpg,0
1197,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0147.jpg,1
373,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0373.jpg,0
296,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0296.jpg,0
1727,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0677.jpg,1
1136,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0086.jpg,1
1092,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0042.jpg,1
16,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0016.jpg,0
17,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0017.jpg,0
362,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0362.jpg,0
2064,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1014.jpg,1
783,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0783.jpg,0
929,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0929.jpg,0
719,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0719.jpg,0
92,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0092.jpg,0
495,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0495.jpg,0
49,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0049.jpg,0
493,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0493.jpg,0
970,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0970.jpg,0
553,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0553.jpg,0
627,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0627.jpg,0
1354,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0304.jpg,1
1165,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0115.jpg,1
197,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0197.jpg,0
1410,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0360.jpg,1
1805,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0755.jpg,1
928,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0928.jpg,0
427,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0427.jpg,0
1406,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0356.jpg,1
2007,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0957.jpg,1
1352,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0302.jpg,1
893,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0893.jpg,0
1798,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0748.jpg,1
1874,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0824.jpg,1
1710,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0660.jpg,1
1582,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0532.jpg,1
483,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0483.jpg,0
1605,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0555.jpg,1
509,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0509.jpg,0
615,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0615.jpg,0
1329,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0279.jpg,1
349,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0349.jpg,0
1384,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0334.jpg,1
1162,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0112.jpg,1
1030,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1030.jpg,0
944,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0944.jpg,0
155,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0155.jpg,0
157,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0157.jpg,0
1841,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0791.jpg,1
683,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0683.jpg,0
761,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0761.jpg,0
1260,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0210.jpg,1
950,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0950.jpg,0
1070,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0020.jpg,1
1340,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0290.jpg,1
1986,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0936.jpg,1
1011,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1011.jpg,0
1142,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0092.jpg,1
934,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0934.jpg,0
87,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0087.jpg,0
545,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0545.jpg,0
749,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0749.jpg,0
1126,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0076.jpg,1
1936,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0886.jpg,1
1591,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0541.jpg,1
1478,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0428.jpg,1
1438,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0388.jpg,1
1317,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0267.jpg,1
2015,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0965.jpg,1
127,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0127.jpg,0
103,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0103.jpg,0
1183,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0133.jpg,1
825,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0825.jpg,0
650,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0650.jpg,0
1779,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0729.jpg,1
370,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0370.jpg,0
505,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0505.jpg,0
1663,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0613.jpg,1
721,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0721.jpg,0
1793,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0743.jpg,1
1425,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0375.jpg,1
1796,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0746.jpg,1
1644,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0594.jpg,1
1740,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0690.jpg,1
1726,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0676.jpg,1
769,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0769.jpg,0
644,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0644.jpg,0
2039,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0989.jpg,1
1730,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0680.jpg,1
1893,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0843.jpg,1
646,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0646.jpg,0
795,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0795.jpg,0
217,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0217.jpg,0
